"","transport","."
"226","fynbus","Klagesang                                                    Hej fyn bus!Jeg oplever hele tiden at min rejse bliver besværet, når jeg skal til behandling på sygehuset. Jeg skal ofte med flex fra Ærø og hjem igen. Går til behandling, både på OUH og Svendborg Sygehus, samt andre sygehuse bla. Middelfart rygcenter. Jeg er i dag igen igen igen blevet glemt. Jeg bliver ikke hentet ved færgen, står og glor og bliver nervøs for om jeg når min tid på sygehuset og om der kommer en bil, så derfor har jeg de sidste mange måtte ringe og spørge om der kom en flex. Jeg har ovenikøbet bestilt i god tid og fået lovning på at hele turen var bestilt? Jeg oplever de glemmer mig gang på gang. Er pinligt hele tiden at ringe til jer og spørge og engentlig også trættende, da jeg lider af angst og ADHD. Gør det mig ikke bedre tilpas, at blive glemt. Det er i forvejen syge mennesker, der kører med flextaxi og det burde være trygt, men det er det langt fra. Jeg er ellers en meget tolmodig kvinde, men nu er det f..... Slut...Hvad sker der?Jeg ringede til shaufføren og sikrede mig i morges at de kom hjem til mig og vedkommende janette sagde hun var der ca. Om en halv time, ok svarede jeg glad. Der kom ingen da den halve time var gået og jeg begyndte stille og roligt at tænke mit. Jeg ringede igen og hun sagde altså hende der kører på Ærø at bilen var overbugget så jeg skulle ikke med alligevel og at hun havde bedt kørselkontoret om at give mig besked, men det gjorde i ikke? Men der kom da med en anden flex. Og hentede mig. Da jeg så kom til havnen i Svendborg var den gal igen. Jeg måtte ringe igen igen igen. Der var ikke bestilt tur fra Svendborg til sygehuset? Sagde til damen på kørselskontoret at jeg havde sikret mig da jeg bestilte for tre dage siden, vedkommende sagde at alt var bestilt frem og også hjemturen. Næ det passede jo så ikke igen igen igen.Hvad skal jeg dog gøre, er SÅ trættende at blive forhindret gang på gang og nerverne slides. Det nye selskab der kører flex giver mig så meget unødigt bekymring og jeg er jo syg med flere forskellige sygdomme og dårlig fysik, så at skulle kæmpe med flex og Fynbus samtidig med. De nye der kører på Ærø hjælper ikke nok og mine medmennesker oplever det samme. Seler i bilen bliver i hvertfald ikke slidt i stykker da jeg tit oplever at de gamle ikke har dem på og at den der kører ikke hjælper dem? De er jo ofte svage mennesker, jeg har ikke lyst til at få en flyvende menneske i hovedet, hvis de kører galt. Har oplevet at en stod på hovedet ned af trapperne pga. Hård opbremsning. Det er rigtig dårlig service efter det nye selskab er kommet til. Hvor billigt vil i have os med. Jeg har hørt at flere har fået aflyst deres tid pga. Fejl. Jeg er så usikker på om i kommer eller jeg kommer hjem, eller frem. Hvad er meningen med at blive så ofte glemt, hvorfor? Jeg er meget pligtopfyldende og sød og rar, men min grænse er nået. Hvis i ikke strammer op er jeg desværre nødsaget til at gå i godmorgen eller godaften eller i avisen med dette her problem!Sidst jeg var på Svendborg sygehus, blev jeg ikke hentet? Jeg ringede til jer udeblevet bil. Skulle med færgen som vi jo på en ø har valgt. Jeg var desværre blevet glemt og i havde ikke lige en bil som kunne hente mig ned til færgen. Jeg skulle være på sygehuset kl.9.00 og blev hurtigt færdig og så ringede jeg og sagde dettte til jer. Da der jo så ingen kom og jeg var nr. 16 i køen nåede jeg ikke færgen før 16.05. Jeg har rigtig mange smerter og er gangbesværet og skal i krig med fynbus for at komme til behandlinger. Føler i svigter og svigter og atter svigter. Det nye firma som i har fået i brug fejler og behandler os som Pakkepost eller kreatur transport. Ham Lars hjælper ikke med seler til de gamle og selerne er meget stramme i bilerne, så de kan ofte ikke selv tage dem på. Vi er ikke pakker eller gods. Han sagde i må selv åbne sidedøren til en gammel dame og hun kan da ikke åbne sådan en tung dør?En skulle til behandling med dialyse, hun nåede ikke sin tid pga. Fejl. Så måtte sejle direkte hjem igen og måtte hentes af de gamle flex flex selskab og kørt hjem. Tænk hvordan vil i da være bekendt at behandle os sådan?Jeg lyver ikke!Jeg er bare bund ærlig. Der er mange flere episoder jeg har oplevet. I må s.. stramme op og spænde hjælmen. Jeg orker ikke flere fejl og vi er flere der oplever dette på ÆrøTak herfra"
"227","fynbus","Vanvidskørsel!                                                    Vanvidskørsel!Svendborg - Faaborg Kørte ud foran mig i et telt kryds.  Min bils nødbremse bremsede. Og da jeg holdte stille kunne jeg have bravet ind i siden på bussen.Da jeg så bliver sur og gir horn. Reagere han med at lave op til flere hårde opbremsninger? :-o Jeg holder tilbage når busser skal ud fra et stoopested! Men at de bare køre ud når man kommer med 60 km/t..... Er jo helt ude at skide!Og er ikke lovligt"
"228","fynbus","Syg 🤮 service og pensionister er lige…                                                    Syg 🤮 service og pensionister er lige steget 21 kr få ekstra ventetid og masser af gang samt flabede chauffører der vil bestemme hvilke varer du må have i lommerne.... Hmm 🖕 sorry men en 40 år lang dyr jokeDet eneste gode er at møde en af de gamle rotter bag rettet som ikke er så magt liderlige"
"229","fynbus","Skulle fra universitetet hjem og skulle…                                                    Skulle fra universitetet hjem og skulle vælge 41. Jeg var ikke sikker og spurgte buschaufføren om den kørte til det sted, men han sagde nej og var nødt til at gå ud. Tjekkede Rejseplanen igen og spurgte så om den var denne bus jeg skulle køre i, men han sagde jeg skulle vente og tage den anden bus. Jeg ventede i 10 min. Og tidspunktet som stod i rejseplanen sagde 17:10 og han kørte præcis 17:10 d. 6/2-2019 og det var faktisk den jeg skulle have taget. Så det endt med, at jeg skulle vente 20 min. Mere på en anden bus. Virkelig dårlig service. Er virkelig skuffet over, at en buschauffør kan være så ond og grov og næsten skælde en kunde ud. Dårlig service fynbus!"
"230","fynbus","Undgå fynbus                                                    Jeg har brugt bus/tog/metro igennem hele min ungdom og har flere gange været i kontakt med Movia, Arriva, osv. Her har jeg ikke altid har været enig, men er dog altid blevet behandlet med en form for kunde respekt. Da jeg til trods for at have min rejsehjemmel i orden, fik en bøde på Fyn (af en utrolig inkompetent kontrollør), valgte jeg at skrive til fynbus. Her blev jeg mødt med den største ligegladhed og mangel på forståelse. Jeg ved ikke, om det var et enkeltstående tilfælde fra en af fynbusses kvalitet medarbejdere, eller om det virkelig er sådan landet ligger hos dem? Jeg vil i fremtiden gøre hvad jeg kan for at undgå fynbus."
"231","fynbus","Hensynsløs chauffør..                                                    Bryder mig ikke om når en chauffør kan se at der er folk der står i lyskrydset og skal med, og så at man bare kører.. Især ikke når det er en uddannelsesbus..Find en anden buschauffør, der kan repræsentere fynbus noget bedre!"
"232","fynbus","Stod idag og skulle til odense købte en…                                                    Stod idag og skulle til odense købte en billet som åbenbart ikke var gyldig. Så skulle købe en ny. Så 120kr ud af vinduet"
"233","fynbus","Det sejler totalt for Fynbus.                                                    Efter 2 år havde glemt hvor forfærdelige Fynbus er, men der skulle kun en bustur til. Det tager en evighed at komme fra et sted til andet pga. ruterne er så dårlige (med havnebussen fra banegården til havnen). Når vi havde ventet i 40 min troede jeg endelig at vi skulle til havnen men nej, vi kørte en kort bustur og så var vi igen på banegården. Buschauffør-kvinden havde travlt med at snakke med sin ven på banegården så vi tog 5-6 min for sent afsted fra banegården selvom vi var i bussen 5 min før normal afgang. Jeg kan blive med... men jeg stopper her.. Det skal siges at jeg gik hjem fra havnen i regn og blæsvejr med min datter på min skuldre :D"
"234","fynbus","Har et pendler kort der ikke virker                                                    Har et pendler kort der ikke virker, da der er fejl i deres system så jeg ikke kan betale for skodet . Jeg er rigtig træt af det, for det er åbenbart ikke en undskyldning og udløser stadig en bøde på 700kr hos en kontrollør"
"235","fynbus","Gode chauffører                                                    Hej fynbus :). Idag tager jeg bus 72 kl 12:41 fra Lærkeparken til Seden og blev mødt af en smilende sød chauffør. Håber på flere af sådanne chauffører.. Glædelig jul.Kh Malou"
"236","fynbus","De gør det godt - det meste af tiden                                                    Det er mine børn, der tager bussen til og fra skole.Ja, der er problemer en gang i mellem, og jeg blev lidt knotten, da en buschauffør satte mine børn på 10 og 7 år af, så de kunne gå 1,5 km langs landevejen. Men så er der dage, hvor chaufførerne gør alt, hvad de kan, for at give børnene en god dag. Nissehue og pebernødder og en sød bemærkning, og hele dagen er reddet for en 7 årig. Tak! I gør det godt - det meste af tiden."
"237","fynbus","Tak for en dårlig atmosfære.                                                    I burde overveje, hvilke chauffører i ansætter. Jeg formoder, at det ikke er jeres intention at ansætte mennesker, der tydeligvis har en form for had til deres passagerer, deres job og sikkert også deres liv i helhed, men så skulle man måske have en lidt mere dybdegående jobsamtale inden man hyrer sine ansatte. Jeg mener i hvert fald ikke, at den form for vrede og aggressive talemønster er noget jeg har lyst til at møde, når jeg tager bussen. Det kan selvfølgelig også være, at bestyrelsen er lige så inkompetent som buschaufførerne. Bus 920 afgang fra Kerteminde 15:42.- Jeg regner ikke med, at nogen af jer fra Fynbus rent faktisk læser denne anmeldelse. Jeg kan ikke bebrejde jer. Det må være hårdt at have så mange utilfredse kunder og en gennemsnitlig bedømmelse på 1 stjerne. Flot klaret!"
"238","fynbus","Ingen offentlig transport mellem faaborg og Haarby. HVORFOR                                                    I virkeligheden 0 stjerner. Ingen busser mellem Faaborg og Haarby. Forøget rejsetid mellem Nyborg og Faaborg. Er der en aktion  mod Faaborg?"
"239","fynbus","Prøv dog bare EN gang på ikke at komme…                                                    Prøv dog bare EN gang på ikke at komme minimum 4 minutter for sent ved alle stop. Jeres chauffører er luddovne!"
"240","fynbus","Sikke noget poop!                                                    Sikke noget poop! De kommer ikke til tiden, og deres sæder er ubehagelige! Få købt nogle bedre sæder, spader!"
"241","fynbus","bus nr 29 kl 16.25 fredag d 31-8-18                                                    Kørte med bus nr 29 kl 16.25 fredag d. 31-8-18 fra Fuglebakken mod villestofte.. Skulle have være med nr 41.. Men jeg fik ikke læst bus nr.. Ha ha 😊.. Men det var en super behagelig tur.. Bus chaufføren som var ung kvinde af anden ætnisk herkomst.. (Iran) kørte meget fint stille og roligt.. Og da der var en lidt lang pause (2o.min)..begyndte jeg snakke med hende og hun gik venligst med på at snakke så min tid føles som den gik hurtigere.. Meget flink, sød og rar chauffør.. Jeg giver dobbelt 5 🌞"
"242","fynbus","Der er så mange problemer                                                    Der er så mange problemer, forsinkelser og busserne parkeres konstant i længere tid for at vente. Køreplaner er planlagt helt i skoven så der enten er ALLE busserne eller ingen af dem. Istedet for at sprede dem ud."
"243","fynbus","Ang ungdomskort til min søn.                                                    Ang ungdomskort til min søn.Total rodebutik. Ikke styr på noget og ingen hjælp at hente! 😡Tænk at de kan få lov at være på markedet!!"
"244","fynbus","Rute 151                                                    Rute 151. Rent magtarrogance der virkelig får en lyst til, at købe en bil, så man er sikker på at komme  arbejde til tiden."
"245","fynbus","Magen til ubehøvlet karry-p....                                                    Magen til ubehøvlet karry-p.... r skal man fanme lede længe efter... Og hvis ikke så tag bus 930 mod rudkøbing... Mig og min kammerat vil rejse to på mit rejsekort. Der er mere end nok penge på og vi har gjort det tit før.. Så er der så noget i vejen med at vi rejser to fordi idioten ikke kan find ud af at tilføje en exter person... Og er derefter bare ubehøvlet"
"246","fynbus","Ubehøvlet chauffør!                                                    D.20/7-2018 Kl. Ca.12:15. Jeg kørte med 152 (No8333) til Munkebo torv.Jeg kunne ikke logge ud på de to Kortlæsere Jeg sagde til chaufføren at kortlæserene ikke virkede. Jeg fik et beskidt svar at jeg kunne logge ud på den næste bus der kom. Chaufføren så ud til at være araber med  accent. Jeg har kontaktet Fynbus og Rejsekort."
"247","fynbus","Afmelding af periode på Ungdomskort.                                                    Fik afmeldt juli periode uden årsag på mit Ungdomskort. Fynbus nægter at tilføje det tilbage grundet en, ihvertfald i mine øjne, dim deadline. Alting køre alligevel elektronisk, så forestiller mig ikke at der er nogen anden grund til den deadline end ""de unge skal lære respekt og orden"". Hvilket, undskyld mig, ikke er jeres ansvar hvis det var nogens. Det er et individuelt ansvar. Come on, tag lige et trin op i jeres spil, FynBus."
"248","fynbus","Kører når de har lyst                                                    Kører når de har lyst, kan ikke regne med dem på nogen som helst måde"
"249","fynbus","Fed lyshåret Chauffør                                                    Så en ting er, at de ikke kommer eller er forsinkede, og hende på kontoret er smadder sur 24/7. Det ville jeg nu også være, hvis jeg fik klager hele tiden.Men en anden er: At få dårlig behandling som var midt møg. Der de her nye chauffører, udenlandsk 100 procent. De er sku noget af det sødeste i verdenen! Men der er den ene chauffør der er slem.Jeg har psykiske problemer i MAX forstand. Og jeg klare ikke meget på en dag. Jeg glemmer mit rejsekort en gang i gud ved, hvor lang tid. Han kommer med kommentarer som ""hvorfor har du nu glemt dit kort?"" eller ""du er da også uheldig hva?"" sagt alt sammen flabet og nedladent.Og så truede han med idag ""du skal huske, at betale 170 kr over nettet."" Selvom det koster 31 kr normalt. Alt bare fordi jeg glemte det, den ene gang.I burde få det fede svin fyret!!! Han behandler folk som var de idioter og uden intelligens. Så jeg nægter, at køre med jeres  busser fra nu af, vil hellere cykle til polen end, at betale en øre til jer. Og i kan fande ikke tro i får de 170 kr, dem kan i sku selv finde i rendestenen, hvor i hører til.Dog positivt. Giv komplimenter til de der udenlandske fyre der kører 402 middelfart. De er mega rare, at kører med.og tak for for ingenting!"
"250","fynbus","Hej Fynbus                                                    Hej Fynbus! Kørte i dag med bus 81 her i Odense fra Odense banegårde 20:15 jeg fredag D. 13/4-18 (mod skibhusene) med en lidt kraftig mand. Vil gerne lige have lov til at pointere hans kørsel. Den var helt ude i hampen og uacceptabelt. Han ligger og køre indover diverse kantstene og var ved at køre to drenge ned i det store kryds ved Thomas B. Thrigesgade. De var nødt til at hoppe tilbage fra vejen for ikke at blive ramt -  og derefter drøner han ind i en busk inden næste stoppested ved Skibhusvej! Synes i skal tage fat i ham, for det var en meget ubehagelig tur min veninde og jeg havde!"
"251","fynbus","Elendig billetsystem                                                    Elendig billetsystem,  som ikke er lavet så det skulle være nemmere for os rejsende.  Og priserne er så høje, hvad tænker i dog på?  Afskaf rejsekort !!!!"
"252","fynbus","Hvis I har svigtende antal passager på…                                                    Hvis I har svigtende antal passager på Fynbus, kunne det skyldes:1. I er godt nok dyre. Men servicen er kraftigt forringet.2. I har fjernet mange busstopsteder her i Odense. Jeg går i længere tid end jeg kører i bus, når jeg tager bussen på arbejde.3. Jeres billetsystemer er blevet elektroniske. Nye rejsende skal sætte sig ind i Rejsekort (nede her til aften) eller underlige apper for at betale. Det forhindrer også effektivt ældre uden mobil/computerforstand i at tage bussen.4. Køreplanen er splittet til atomer. I gamle dage kørt bussen ofte 4 gange i timen - spøg til side - jeg er blevet gammel. I gamle dage kørte bussen fast f.eks. 7 minutter over og 37 minutter over hver time hele dagen - måske med aften og weekenddrift en gang i timen. Nu kører bussen ret tilfældigt, så enten skal man slå op på underlige hjemmesider eller på apper - eller simpelthen stille sig ned til bussen og vente.5. I Odense går busserne nu til kystbyerne. Hvilken bus går til Assens? Hvor kommer jeg hen? Hvis jeg skal til OUH, skal jeg så tage den til Nyborg? Hvis det lykkes at overvinde disse forhindringer, kører Fynbus faktisk fint. Man har ofte rigtigt god plads og chaufførerne er venlige. Og der hvor jeg står på er bussen der ofte til tiden -  dog af og til +/- 3-5 min."
"253","fynbus","Bussen kørte lige for næsen af mig                                                    Bussen kørte lige for næsen af mig, da jeg næsten var henne foran døren. Det var nærmest en konkurrence, at jeg ikke skulle nå med ind, for han skulle bare hurtigt videre"
"254","fynbus","busturen var ringe..                                                    d 07-02-18 skulle jeg med bussen 06:55 bussen dukker først og fremmest op 07:04 og selv køreturen tog en halv time hvor den burde tag 14 minutter..Den kvindelige billigst havde ikke styr på hvordan man åbnede dørene, eller lukkede dørene, og brugte i hvert fald 5 minutter for at finde ud af hvordan dørene fungerede ved hvert stop.  ej sagde godmorgen. Virkelig dårlig service."
"255","fynbus","Dårlig app.                                                    Utrolig dårlig opdatering til jeres app, appen er virkelig virkelig virkelig elendig nu. jeg er 26år, programmør og web udvikler jeg er vokset op med computeren og internettet og er meget it kyndig meeeen.... denne nye fynbus app er utrolig ringe, den gamle var virkelig nem at bruge og forstålig, denne er forvirrende, træls og umulig at bruge for en der ikke er vant til at navigere rundt på fyn.Det er nu anden gang jeg installere den siden i opdateret den blot for at slette den igen da jeg kan se den fungere præcis som før opdateringen.Vil dog denne gang anmelde hvor dårligt produktet er da i åbenlyst ikke er klar over det.Kig lidt på hvor nemt det er inde på fx rejseplanen.dk der kan man fx trykke Odense St det er sku noget i bør overveje hvem kender vejnavne nu tildags? sikke dog en bøvlet app hvis man ikke er her fra og ved præcist hvad alle ting hedder.Utrolig ringe oplevelse."
"256","fynbus","Jeg skulle med bus hjem fra arbejde i …                                                    Jeg skulle med bus hjem fra arbejde i dag og står og venter 10 min før til 15 min efter afgang hvor jeg så ringer til kundeservice og bliver mødt af en mand der tilsyneladende er meget træt af sit arbejde og surt siger at bussen er udgået og jeg skal tage en taxa , jeg spørger så om jeg bare skal sende regningen til dem hvor han siger nej den skal jeg selv betale, jeg fortæller ham at jeg ikke har råd da det sikkert bliver 700 til 1000 kr hvor han så meget arrogant bare sagde at så måtte jeg jo bare vente på den næste. Sikken en service er begyndt at lede efter arbejde tættere på så jeg ikke et tvunget til at støtte dem. Det et ikke første gang der har været problemer med fynbus. Blev betjent af jesper."
"257","fynbus","Det hele handler om menneskerne bag rattet                                                    I får afvide når det er knapt så godt, så skal I også have afvide når det er godt! 920 kl. 6:53 i Ørbæk, bus til tiden. Tak. Også tak, til den morgenglade chauffør med nissehue, som blæste en omkuld med et frisk godmorgen, pebernødder og smil! Fantastisk :)"
"258","fynbus","Tænder ik for varmen om vinteren;                                                    Tænder ik for varmen om vinteren;>:c"
"259","fynbus","Jeg er så træt af fynbus                                                    Jeg er så træt af fynbusJeg er så træt af fynbus. For 2. dag virker mit kombi kort ikke på trods af jeg købte en periode for 2 dage siden. Jeg kontaktede konstant kundeservice som bildte mig ind at først skal der gå 24 timer fra jeg har tanket op til jeg så kan aktiverer kort og så skulle der lige gå 24 timer igen for at det virkede? Det undrede mig, men da det så ikke virker igen idag, så ringer jeg og får endelig en kompetent medarbejder der fortæller at der skal stå min 25 kr. på mit kort. Der står så 21 kr. og på trods af at jeg har snakket med flere derinde er jeg aldrig blevet oplyst om dette. Men ud over de 372 kr. Jeg har brugt på perioden har jeg så også brugt over 100 kr. på bussen indtil jeg troede det gik i iorden og nu skal jeg så ydeligere sætte penge ind og vente 24 timer. Men får man noget refunderet? Nej da. Så tak for at vi som kunder skal bøde for inkompetente medarbejder der ikke formår at yde den rigtige service. I får en stjerne fordi jeg ikke kan give mindre. Og ligesom alt andet kører busserne ofte før tid og hvis man bor bare en smule uden for byen så kan man jo lige vente en time på dem næste. Det er næsten billigere at lease en bil. Jeg ville kunne arbejde en time over hver dag."
"260","fynbus","Det er da klart at folk ikke gider tage …                                                    Det er da klart at folk ikke gider tage bussen,med de priser og service man får.Odense er en cykelby,men det  har fynbus ikke fundet ud af.Sov videre.Hvordan skal det ikke gå når letbanen kommer?"
"261","fynbus","Søde og gode chaufffører                                                    Søde og gode chaufffører. Køreplaner overholdes fint. Elendig kundeservice"
"262","fynbus","Ingen bus                                                    Jeg skulle nå bussen fra Kerteminde til Langeskov og ifølge skiltet på stationen skulle bussen komme kl. 07.01! Jeg stod på stationen fra kl. 06.55-07.30 og have stadig ikke set bussen. Jeg ringer så ind til fynbus som kontakter chaufføren hvor de så har fået at vide at han har været der! Hvilket vil sige ord mod ord! Jeg har stået og kigget efter bussen siden jeg kom og har ikke set den på noget som helst tidpunkt.."
"263","fynbus","Kommer aldrig til tiden                                                    Jeg pendler mellem Odense og Lyngby, hvor alt stort set afhænger af bussen til Odense banegård. Den er dog altid forsinket om man tager den klokken 5 om morgen (hvor der ingen trafik eller mennesker er) eller man tager den omkring 10.Det er simpelthen for dårligt, når man skal nå et tog, der ikke kommer så ofte... Hvis i hele tiden skal have forsinket busser, så ændre dog forhelvede jeres plan, så den passer med de antal minutter den hver gang er forsinket med, eller lær at komme til tiden. Utroligt man betaler så meget om måneden, for noget der aldrig er i orden."
"264","fynbus","FynBus når de er værst                                                    For 3. dag i træk oplever man at bus nr 825S, kører forbi passagerne ved stoppestedet Østergade, 5610. Skiltet med ""beklager, ikke flere pladser"" (eller lignende) er tændt. Dog undrer det mig, at man efterfølgende taler med passagerer som var med, og disse fortæller, at der stadig var enkelte siddepladser, samt alle ståpladser, hvilket også ses da bussen kører forbi.Hvis jeres chauffører er så ked af deres job, at det bare skal overståes hurtigt muligt, må I da tage jer lidt bedre af dem.Når I er ude på diverse skoler og reklamere for jer selv, lover I guld og grønne skove. Desværre lever I ikke op til det :-("
"265","fynbus","De fortjener ikke en gang en stjerne.                                                    De fortjener ikke en gang en stjerne.De har ikke styr på en skid!"
"266","fynbus","Hjælp lige os studenter lidt tak                                                    HalløjSynes ærligt talt, at fynbus godt lige kunne sætte nogle flere natbusser ind i forbindelse med, studentertiden og sommeren igennem. Vi er et væld af glade unge der er trætte af at skulle betale de høje takstrater der er forbundet med en taxatur i provinsen. Synes godt at de kunne unde os natbusser i disse tider, eftersom at vi har betalt høje priser for trælse bustider i 3 år. Hilsen utilfredse studenter"
"267","fynbus","Busser dukker ikke op                                                    Busser dukker ikke op, de er forsinket og generelt ikke til at stole påKommer for sent ca. 3-4 gange om måneden, fordi Fynbus vælger enten ikke at dukke op eller kommer 15~ minutter for sent.Desværre må jeg indse at de ikke er til at stole på og må finder andre måder at komme på arbejde på.Synes I øvrigt jeres 2.6 på Trustpilot viser meget godt hvilken service i levere."
"268","fynbus","Utrolig dårlig service                                                    Utrolig dårlig service. Først venter jeg på bussen ved Højby allé. Der står ,""ikke i rute"" på bussen. Men den kører, og først der ændrer chaufføren det til 61. 😣 Tager den næste. Her har chaufføren travlt med at tale i mobil. ( Det gør de fleste for øvrigt). Jeg skal af, trykker stop. Men chaufføren kører forbi stoppestedet, ind til.jeg råber. Hvad sker der lige? Jeg har desuden dårligt ben. Men aldrig sænker de bussen.. Jeg kunne blive ved, så mange dårlige oplevelser har jeg. Hvis de hellere vil tale i mobil og ikke gider køre bus, så ud med zem ,😣😔"
"269","fynbus","Utroligt dårlig service                                                    Utroligt dårlig service. Gang på gang. Jeg er seriøst begyndt at overveje andre muligheder, da jeg nægter at betale ved fynbus efterhånden. Utroligt i er så ligeglade og arrogante."
"270","fynbus","Kommer 15 minutter for sent                                                    Kommer 15 minutter for sent, så jeg ikke når den bus, jeg skal skifte til, og skal derfor vente i 30 minutter på den næste bus. Hold k*ft nogle sp*ssere, hvordan kan det gå så galt?"
"271","fynbus","dårlig forbindelse ml nord og syd fyn …                                                    dårlig forbindelse ml nord og syd fyn undgår helst bussendårligste logistik arbejde jeg har set hvis lavede sådan noget skidtblev jeg squ fyret"
"272","fynbus","Aldrig fynbus igen                                                    Kommer aldrig til tiden, appen virker ikke, det dyrt og som oftest meget sure chauffører/kontrollører og Deres kundeservice er i hvert fald heller ikke noget at råbe hurra for.At købe en bil var helt klart en livsændre oplevelse så man slap for at køre med dem.Det eneste gode at sige om fynbus er at deres grønne farve er okay pæn."
"273","fynbus","Uprofessionel chauffør                                                    Jeg bakker ud fra parkeringspladserne på Klostervej i Odense, fredag kl. 12.30, da jeg kan se der ikke kommer nogle biler fra venstre og til højre holder en bybus stille ved busstopstedet. Idet jeg bakker ud i min bane begynder bussen at køre, og stopper i betænkelig nærhed af bilen, hvorefter han begynder at dytte mens jeg retter op. Jeg kører stille hen mod krydset, idet det er ved at skifte til rød. Da det bliver grønt, begynder chaufføren igen uhæmmet at dytte af mig - som om det ikke gik hurtigt nok for ham. Det var super ubehageligt, og det var voldsomt provokerende at han for det første ikke holdt ordentligt afstand, og udover det dyttede uhæmmet, når nu jeg ikke havde været til fare for nogen, og ikke var uopmærksom på lyssignalet. Jeg er voldsomt utilfreds med den professionalisme, så stort et selskab udviser, og jeg er ikke engang bruger af deres service."
"274","fynbus","Glamsbjerg 153 lørdag d                                                    Glamsbjerg 153 lørdag d. 08/04 afgang kl 10:45 fra odense banegård.Vi havde købt noget mad i 7/11 for at tage med os videre.Som 2 voksne mennesker ved vi udmærket godt at man ikke må spise eller drikke i bussen.Da vi kom ind bussen blev vi mødt af en meget ubehagelig buschauffør. Han blev ved med at køre i om vi skulle have maden med ind og at vi ikke måtte spise i bussen. Han nåede at sige det 3-5 gange før vi måtte gå ind og sætte os. Allerede da han nævte det første gang forklarede vi ham at vi godt vidste det og bare skulle have det med videre. Men han blev ved og ved og så i et meget surt tonefald.Jeg følte mig meget krænket og sad med en virkelig dårlig mavefornemmelse hele vejen frem til destinationen.Sådan behandler man ikke voksne mennesker.Det er ok at gøre opmærksom på fynbus madregler 1 gang når man går ind og i et pænt tonefald.Denne buschauffør bør virkelig få en bemærkning fra jeres side og fremover opføre sig pænt overfor kunderne.Vi er mange forskellige mennesker og det er ikke os alle der har lige let ved at ryse ubehagelige oplevelser af os igen.Og oven i købet holdt han ikke ind ved vores stoppested ved zoo men kørte forbi så vi måtte få et stykke længere.Tak for utrolig dårlig service og dårlig mavefornemmelse 👏🏻"
"275","fynbus","Hjælp og forståelse                                                    Jeg fik mit buskort stjålet, og fik det ikke spærret.Der blev brugt rigtig mange penge på det før jeg spærret det.Jeg fik min bank til at holde pengene tilbage fra betaling og prøvet at komme i kontakt med FynBus administration. Det har været svært. Ringede flere gange og skrevet en email. Kom ikke igennem og fik intet svar på emailen.Men da jeg så næsten en måned senere kommer igennem, og får forklaret sagens natur bliver jeg mødt med først hjælp, og siden forståelse. Problemet blev løst tilfredstillende, dog gik der lidt tid med usikkerhed fra min part. FynBus administration og den sagsbehandler der hjælp mig skal have mange tak."
"276","fynbus","Meget god behandling efter dårlig oplevelse                                                    Jeg har haft en rigtig god oplevelse med Fynbus kundeservice. Jeg var ude for det ekstremt dårlige (og som det skal tilføjes, at jeg aldrig før har oplevet i de 20 år jeg har benyttet mig af Fynbus), at bussen ikke fulgte køreplanen og efterlod mig måbende på en sidegade, hvor den skulle have været nede. Det var en dag med frost, vind og sne, ude på landet hvor vinden stod indover markerne. Jeg ringede efter en taxi på Fynbus regning, men det tog tid før den kom, og da jeg allerede havde ventet LANG tid på den bus, der så ikke kørte den rigtige vej, kom jeg ialt til at vente i næsten 1 time i ekstrem kulde. Jeg frøs helt sindssygt og fik feber der varede til næste dag. Da jeg senere anmeldte dette til Fynbus, blev jeg mødt med en stor undskyldning herfra. De tog kontakt til busselskabet, som kører ruten og derudover sendte de mig en gave, fordi min oplevelse havde været så dårlig. Jeg synes, at situationen var under al kritik, men den måde Fynbus efterfølgende tacklede den på, var rigtig god. 5 stjerner til Fynbus kundekvalitetsrepræsentant herfra ;-D"
"277","fynbus","Bliver værre og værre                                                    Kan det virkelig passe, at Jeres chauffør lukker døren lige for næsen af mig, hvorefter jeg banker på ruden, som han tydeligt kunne høre, men valgte at ignorere? Det var bus 62 der skulle afgå kl. 1805 fra Thomas B. Thriges Gade mod Højby. Jeg vil ikke benægte, at bussen var forsinket, og at jeg satsede på at nå den, fremfor bussen der kører lidt senere, men at døren bliver lukket lige for næsen af mig, hvorefter jeg tydeligt bliver ignoreret af chaufføren, det er simpelthen skandaløst! Når jeg ofte oplever bussen som værende forsinket på denne rute, så bliver jeg ekstra meget provokeret af det. Jeg kan godt forstå, at Fynbus ""bløder"" passagerer, når det ofte sejler. Jeg begynder i hvert fald snart at tænke på andre transportmuligheder end bus!"
"278","fynbus","Elendigt                                                    Gør alt for at forringe muligheden for at bruge offentlig transport."
"279","fynbus","Glad                                                    Hejsa fynbus jeg har aldrig haft problemer med jer😊og det er jo jeres skyd med alt det veje op arbejde mvh en glad kunden kører gerne med jer😊"
